pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,10/1/21,96.1,-2.9,4.88,"Kimbrel, Craig",570731,518886,,swinging_strike,,,,,5,Jonathan Schoop strikes out swinging.,R,R,R,CWS,DET,S,,,0,1,2021,-0.79,1.26,0.26,2.72,,,,0,8,Top,,,,,518735,,,10.18534644,-139.6345141,-2.96436073,-12.58915786,31.26569685,-15.24677462,3.41,1.56,,,,96.4,2362,6.5,632274,518886,518735,547989,514917,660162,641313,571740,673357,544725,53.97,,,,,,,,70,2,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,221,0,-0.052
FF,10/1/21,96,-2.99,4.89,"Kimbrel, Craig",570731,518886,,called_strike,,,,,6,Jonathan Schoop strikes out swinging.,R,R,R,CWS,DET,S,,,0,0,2021,-0.97,1.37,0.29,2.83,,,,0,8,Top,,,,,518735,,,10.91081097,-139.42722,-2.954759149,-15.0479721,30.3684107,-13.84088344,3.71,1.75,,,,96.5,2366,6.6,632274,518886,518735,547989,514917,660162,641313,571740,673357,544725,53.88,,,,,,,,70,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,229,0,-0.038
FF,9/26/21,95.3,-3.14,4.78,"Kimbrel, Craig",680911,518886,strikeout,foul_tip,,,,,6,Owen Miller strikes out on a foul tip.,R,R,R,CLE,CWS,S,2,,2,2,2021,-0.82,1.44,0.52,2.62,,,,2,8,Bot,,,,,518735,,,11.51263504,-138.3294674,-3.256533408,-13.12201306,30.39777097,-13.11814227,3.37,1.53,,,,95.6,2286,6.6,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.94,,,0,1,0,0,,75,6,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,222,-0.008,-0.091
KC,9/26/21,85.5,-3.02,4.84,"Kimbrel, Craig",680911,518886,,ball,,,,,14,Owen Miller strikes out on a foul tip.,R,R,R,CLE,CWS,B,,,1,2,2021,0.73,-0.42,1.29,0.67,,,,2,8,Bot,,,,,518735,,,8.69493795,-124.3609882,-2.737130592,5.976934079,23.74054165,-36.21223252,3.22,1.33,,,,85.9,2569,6.4,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,54.05,,,,,,,,75,5,Knuckle Curve,2,5,2,5,5,2,2,5,Standard,Standard,51,0,0.018
FF,9/26/21,95.5,-3.18,4.7,"Kimbrel, Craig",680911,518886,,foul,,,,,3,Owen Miller strikes out on a foul tip.,R,R,R,CLE,CWS,S,,,1,2,2021,-1.15,1.23,0.28,3.33,,,,2,8,Bot,,,,,518735,,,11.73652609,-138.5345533,-0.697761677,-17.41665546,31.29237202,-16.45207026,3.37,1.53,338,96,35,95.9,2350,6.7,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.8,,,,,,,,75,4,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,232,0,0
FF,9/26/21,95.1,-3.06,4.81,"Kimbrel, Craig",680911,518886,,swinging_strike,,,,,1,Owen Miller strikes out on a foul tip.,R,R,R,CLE,CWS,S,,,1,1,2021,-1.12,1.15,-0.66,3.02,,,,2,8,Bot,,,,,518735,,,8.841940654,-138.2924674,-1.600607526,-16.31857143,30.46440863,-17.30582695,3.37,1.53,,,,95.5,2275,6.5,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.99,,,,,,,,75,3,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,230,0,-0.027
FF,9/26/21,95.9,-3.16,4.73,"Kimbrel, Craig",680911,518886,,foul,,,,,2,Owen Miller strikes out on a foul tip.,R,R,R,CLE,CWS,S,,,1,0,2021,-0.94,1.09,-0.16,3.26,,,,2,8,Bot,,,,,518735,,,10.0778298,-139.3398334,-0.757043481,-14.41266235,30.16450975,-17.93899684,3.37,1.53,266,79,35,96.4,2312,6.6,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.92,,,,,,,,75,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,226,0,-0.02
KC,9/26/21,85.5,-3.17,4.73,"Kimbrel, Craig",680911,518886,,ball,,,,,14,Owen Miller strikes out on a foul tip.,R,R,R,CLE,CWS,B,,,0,0,2021,0.95,-0.33,2.28,0.4,,,,2,8,Bot,,,,,518735,,,10.98735347,-124.1558899,-3.241458541,7.610636261,24.65944733,-35.07728474,3.26,1.37,,,,85.9,2588,6.7,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.84,,,,,,,,75,1,Knuckle Curve,2,5,2,5,5,2,2,5,Standard,Standard,50,0,0.016
FF,9/26/21,95.9,-3.13,4.79,"Kimbrel, Craig",644374,518886,field_out,hit_into_play,,,,,5,Yu Chang grounds out sharply to first baseman Gavin Sheets.,R,R,R,CLE,CWS,X,3,ground_ball,0,1,2021,-1,1.01,0.27,2.27,,,,1,8,Bot,154.81,165.64,,,518735,,,11.25383675,-139.2290164,-3.336145182,-15.41953086,29.99529386,-18.47474605,3.41,1.56,30,103.1,-2,96.2,2350,6.5,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,54.02,0.369,0.332,0,1,0,0,4,74,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,225,-0.015,-0.136
FF,9/26/21,95.8,-3.12,4.77,"Kimbrel, Craig",644374,518886,,called_strike,,,,,9,Yu Chang grounds out sharply to first baseman Gavin Sheets.,R,R,R,CLE,CWS,S,,,0,0,2021,-0.87,1.28,0.46,2.08,,,,1,8,Bot,,,,,518735,,,11.44955773,-138.9851351,-4.395652131,-13.80296721,30.90623981,-14.70947664,3.43,1.53,,,,96.1,2386,6.6,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.88,,,,,,,,74,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,226,0,-0.027
FF,9/26/21,95.4,-3.14,4.76,"Kimbrel, Craig",623912,518886,home_run,hit_into_play,,,,,12,Harold Ramirez homers (7) on a fly ball to right field.,R,R,R,CLE,CWS,X,,fly_ball,0,1,2021,-0.91,1.13,0.13,3.46,,,,1,8,Bot,220.19,97.92,,,518735,,,10.69151863,-138.6415696,-0.344205423,-14.10297718,30.10695241,-17.6859368,3.3,1.5,341,96.7,29,96,2395,6.6,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.88,0.343,0.573,2,1,0,3,5,73,2,4-Seam Fastball,1,5,1,5,5,2,2,5,Standard,Standard,227,0.029,1.027
KC,9/26/21,84.4,-3.12,4.98,"Kimbrel, Craig",623912,518886,,swinging_strike,,,,,14,Harold Ramirez homers (7) on a fly ball to right field.,R,R,R,CLE,CWS,S,,,0,0,2021,1.13,-0.71,0.46,1.09,,,,1,8,Bot,,,,,518735,,,6.117029764,-122.8072085,-1.260995508,10.19912824,24.51749348,-39.35950195,3.3,1.5,,,,84.9,2549,6.6,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.88,,,,,,,,73,1,Knuckle Curve,1,5,1,5,5,1,1,5,Standard,Standard,53,0,-0.027
FF,9/26/21,96.1,-2.99,4.84,"Kimbrel, Craig",656252,518886,field_out,hit_into_play,,,,,2,Bobby Bradley flies out to left fielder Eloy Jimenez.,R,L,R,CLE,CWS,X,7,fly_ball,1,2,2021,-0.95,1.04,0.22,2.9,,,,0,8,Bot,96.59,75.38,,,518735,,,10.68438673,-139.6697439,-1.9450595,-14.75547903,30.01182649,-18.25227447,3.41,1.56,315,92.4,40,96.6,2332,6.5,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,53.97,0.017,0.033,0,1,0,0,3,72,4,4-Seam Fastball,1,5,1,5,5,1,1,5,Infield shift,Standard,227,-0.014,-0.173
FF,9/26/21,95.7,-3.17,4.77,"Kimbrel, Craig",656252,518886,,ball,,,,,11,Bobby Bradley flies out to left fielder Eloy Jimenez.,R,L,R,CLE,CWS,B,,,0,2,2021,-1.05,1.09,-1.5,4.73,,,,0,8,Bot,,,,,518735,,,6.785154236,-139.2231295,3.058270959,-15.16734553,31.58958619,-18.89357121,3.28,1.53,,,,95.8,2366,6.4,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,54.13,,,,,,,,72,3,4-Seam Fastball,1,5,1,5,5,1,1,5,Infield shift,Standard,223,0,0.022
KC,9/26/21,84.5,-3.15,4.93,"Kimbrel, Craig",656252,518886,,called_strike,,,,,7,Bobby Bradley flies out to left fielder Eloy Jimenez.,R,L,R,CLE,CWS,S,,,0,1,2021,1.18,-0.64,-0.39,1.51,,,,0,8,Bot,,,,,518735,,,4.070178182,-123.0296437,-0.317776974,11.1915807,24.76788708,-38.78030421,3.27,1.5,,,,84.8,2684,6.5,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,54,,,,,,,,72,2,Knuckle Curve,1,5,1,5,5,1,1,5,Infield shift,Standard,61,0,-0.052
KC,9/26/21,84.7,-3.32,4.9,"Kimbrel, Craig",656252,518886,,swinging_strike,,,,,14,Bobby Bradley flies out to left fielder Eloy Jimenez.,R,L,R,CLE,CWS,S,,,0,0,2021,1.02,-0.83,0.97,1.39,,,,0,8,Bot,,,,,518735,,,7.992943444,-123.1863307,-0.209570964,8.90499174,23.77922825,-40.77802956,3.41,1.56,,,,85,2610,6.5,632330,518886,518735,657757,544725,660162,641313,650391,571740,683734,54.03,,,,,,,,72,1,Knuckle Curve,1,5,1,5,5,1,1,5,Infield shift,Standard,57,0,-0.038
KC,9/24/21,86.3,-2.96,5.04,"Kimbrel, Craig",642708,518886,strikeout,swinging_strike,,,,,14,Amed Rosario strikes out swinging.,R,R,R,CLE,CWS,S,2,,2,2,2021,1.07,-0.66,0.95,1.03,,,,2,8,Bot,,,,,641470,,,7.142598857,-125.5101645,-1.963391275,9.877537783,25.34254353,-38.98693977,3.47,1.59,,,,86.7,2565,6.6,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.91,,,0,1,0,0,,57,5,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,46,-0.031,-0.091
KC,9/24/21,86.2,-3.15,4.85,"Kimbrel, Craig",642708,518886,,swinging_strike,,,,,8,Amed Rosario strikes out swinging.,R,R,R,CLE,CWS,S,,,2,1,2021,0.92,-0.04,0.04,1.6,,,,2,8,Bot,,,,,641470,,,5.762920991,-125.468536,-1.465540826,8.628307781,23.88353197,-32.46684451,3.47,1.59,,,,86.8,2592,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.95,,,,,,,,57,4,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,65,0,-0.028
FF,9/24/21,95.1,-3.09,4.74,"Kimbrel, Craig",642708,518886,,ball,,,,,12,Amed Rosario strikes out swinging.,R,R,R,CLE,CWS,B,,,1,1,2021,-0.96,1.25,1.41,3.07,,,,2,8,Bot,,,,,641470,,,14.00701525,-137.8343156,-1.507061225,-15.30028236,29.91375391,-16.04434201,3.48,1.62,,,,95.6,2339,6.7,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.77,,,,,,,,57,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,232,0,0.02
FF,9/24/21,95.1,-2.9,4.87,"Kimbrel, Craig",642708,518886,,called_strike,,,,,3,Amed Rosario strikes out swinging.,R,R,R,CLE,CWS,S,,,1,0,2021,-0.8,1.23,0.6,2.95,,,,2,8,Bot,,,,,641470,,,11.01764029,-138.1704177,-2.155473266,-12.72039158,29.92910564,-16.10685648,3.48,1.7,,,,95.5,2313,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.97,,,,,,,,57,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,222,0,-0.02
KC,9/24/21,85.7,-3.29,4.86,"Kimbrel, Craig",642708,518886,,ball,,,,,13,Amed Rosario strikes out swinging.,R,R,R,CLE,CWS,B,,,0,0,2021,0.93,-0.69,-0.76,0.78,,,,2,8,Bot,,,,,641470,,,4.109439098,-124.8146967,-1.967559904,8.796012694,26.11742694,-39.20533209,3.52,1.69,,,,85.9,2569,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,54.02,,,,,,,,57,1,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,55,0,0.016
KC,9/24/21,86.3,-3.09,4.93,"Kimbrel, Craig",605548,518886,strikeout,swinging_strike,,,,,8,Bradley Zimmer strikes out swinging.,R,L,R,CLE,CWS,S,2,,1,2,2021,0.92,-0.29,0.22,1.96,,,,1,8,Bot,,,,,641470,,,6.009973553,-125.6171518,-0.264143628,8.529995211,25.59888731,-35.39576276,3.55,1.63,,,,86.6,2575,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,54.04,,,0,1,0,0,,56,4,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,64,-0.046,-0.114
KC,9/24/21,86.1,-2.99,4.9,"Kimbrel, Craig",605548,518886,,ball,,,,,13,Bradley Zimmer strikes out swinging.,R,L,R,CLE,CWS,B,,,0,2,2021,0.54,-0.76,-0.97,0.15,,,,1,8,Bot,,,,,641470,,,3.727188977,-125.4432268,-3.528088241,4.969495426,24.59837636,-39.76051833,3.43,1.68,,,,86.7,2614,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.97,,,,,,,,56,3,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,47,0,0.013
KC,9/24/21,85.6,-2.77,5.02,"Kimbrel, Craig",605548,518886,,called_strike,,,,,7,Bradley Zimmer strikes out swinging.,R,L,R,CLE,CWS,S,,,0,1,2021,0.69,-0.86,-0.72,2.17,,,,1,8,Bot,,,,,641470,,,3.483562059,-124.6863528,1.257877233,6.534254137,24.14920628,-41.60017238,3.41,1.68,,,,86.2,2508,6.6,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.93,,,,,,,,56,2,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,59,0,-0.035
KC,9/24/21,85.5,-3.08,4.95,"Kimbrel, Craig",605548,518886,,called_strike,,,,,5,Bradley Zimmer strikes out swinging.,R,L,R,CLE,CWS,S,,,0,0,2021,0.86,-0.45,-0.05,2.53,,,,1,8,Bot,,,,,641470,,,5.447085431,-124.4532932,1.46195482,7.935560878,23.52019193,-37.35379421,3.43,1.68,,,,86.1,2477,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.98,,,,,,,,56,1,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,60,0,-0.027
KC,9/24/21,85.2,-3.03,5.01,"Kimbrel, Craig",640458,518886,strikeout,swinging_strike,,,,,7,Oscar Mercado strikes out swinging.,R,R,R,CLE,CWS,S,2,,1,2,2021,0.71,-0.89,-0.57,1.76,,,,0,8,Bot,,,,,641470,,,4.338324199,-123.9925755,0.478071539,6.500264713,24.74172816,-41.70635881,3.47,1.59,,,,85.3,2448,6.3,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,54.15,,,0,1,0,0,,55,4,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,51,-0.062,-0.173
KC,9/24/21,85.8,-2.86,4.98,"Kimbrel, Craig",640458,518886,,ball,,,,,14,Oscar Mercado strikes out swinging.,R,R,R,CLE,CWS,B,,,0,2,2021,0.81,-0.53,2.19,0.69,,,,0,8,Bot,,,,,641470,,,10.30690845,-124.6349223,-2.799022229,6.444341856,24.71385218,-37.32578271,3.58,1.67,,,,85.9,2632,6.4,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,54.09,,,,,,,,55,3,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,46,0,0.022
FF,9/24/21,96.2,-2.84,4.93,"Kimbrel, Craig",640458,518886,,called_strike,,,,,6,Oscar Mercado strikes out swinging.,R,R,R,CLE,CWS,S,,,0,1,2021,-1.07,1.27,0.38,2.7,,,,0,8,Bot,,,,,641470,,,10.97405,-139.7065907,-3.233662026,-16.3546321,29.78530922,-14.94837238,3.75,1.86,,,,96.6,2262,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,54.02,,,,,,,,55,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,224,0,-0.052
FF,9/24/21,95.6,-3.31,4.84,"Kimbrel, Craig",640458,518886,,called_strike,,,,,6,Oscar Mercado strikes out swinging.,R,R,R,CLE,CWS,S,,,0,0,2021,-1.03,1.13,0.35,2.53,,,,0,8,Bot,,,,,641470,,,11.99292691,-138.7339653,-3.04172459,-15.88631045,29.19596895,-16.98351383,3.77,1.88,,,,96,2234,6.6,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.95,,,,,,,,55,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,228,0,-0.038
KC,9/23/21,85.1,-2.9,4.92,"Kimbrel, Craig",644374,518886,field_out,hit_into_play,,,,,14,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,X,6,ground_ball,2,2,2021,0.8,-0.5,1.01,1.68,,608070,656252,2,6,Bot,116.2,150.45,,,518735,,,7.564357997,-123.7937547,-0.255895225,6.63460304,25.60387264,-37.51054478,3.41,1.56,8,62.9,-11,85.1,2578,6.4,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.09,0.06,0.054,0,1,0,0,2,55,8,Knuckle Curve,2,7,2,7,7,2,2,7,Standard,Standard,53,-0.011,-0.382
KC,9/23/21,84.8,-3.01,4.92,"Kimbrel, Craig",644374,518886,,foul,,,,,8,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,2,2,2021,0.68,-0.69,0.23,1.5,,608070,656252,2,6,Bot,,,,,518735,,,6.228112436,-123.3559976,-0.213322002,5.592246078,26.69756588,-39.32408891,3.41,1.56,,,,84.9,2556,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.93,,,,,,,,55,7,Knuckle Curve,2,7,2,7,7,2,2,7,Standard,Standard,59,0,0
FF,9/23/21,94.5,-2.94,4.8,"Kimbrel, Craig",644374,518886,,foul,,,,,5,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,2,2,2021,-0.83,1.23,0.25,2.67,,608070,656252,2,6,Bot,,,,,518735,,,10.18097524,-137.2729363,-2.582338077,-12.78321208,30.93213619,-16.25062784,3.41,1.56,238,80,50,94.8,2306,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.91,,,,,,,,55,6,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,228,0,0
FF,9/23/21,94.6,-3.08,4.75,"Kimbrel, Craig",644374,518886,,ball,,,,,11,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,B,,,1,2,2021,-1.18,1.07,-0.65,3.9,,608070,656252,2,6,Bot,,,,,518735,,,9.007271794,-137.5156987,1.077623051,-17.02906077,30.4553385,-19.02212597,3.4,1.57,,,,94.9,2212,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.99,,,,,,,,55,5,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,231,0,0.078
FF,9/23/21,95,-3.15,4.75,"Kimbrel, Craig",644374,518886,,foul,,,,,3,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,1,2,2021,-1.1,0.91,0.63,2.97,,608070,656252,2,6,Bot,,,,,518735,,,12.37946934,-137.7962755,-1.008816055,-16.68096093,30.11217179,-20.55918436,3.41,1.56,300,90.1,39,95.2,2209,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.97,,,,,,,,55,4,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,230,0,0
